prod_id,supplier_name,ean_upc,path(es_pe),timestamp,"Your product ID",error_message
90MB1J30-M0EAY0,ASUS,4711387781609,https://data.icecat.biz/export/freexml/ES_PE/124770326.xml,"2026-08-05 14:14:48",,
