prod_id,supplier_name,ean,price_excl,price_incl,ice_prod_id,ice_supplier_name,ice_ean,"Your product ID"
90YV0LZ0-MVAA00,ASUS,,,,90YV0LZ0-MVAA00,ASUS,,
